,specimen__id,DOI,specimen__date,specimen__strain,label__virus,label__fluorophore,swc__fname,structure__id,structure__acronym,structure__layer,structure_parent__id,structure_parent__acronym
908,AA0055,10.25378/janelia.5521768,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0055.swc,362.0,MD,,362.0,MD
909,AA0266,10.25378/janelia.5527741,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/5.FLEX-eGFP,eGFP,AA0266.swc,629.0,VAL,,629.0,VAL
910,AA0100,10.25378/janelia.5526679,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0100.swc,767.0,MOs5,5,993.0,MOs
911,AA0279,10.25378/janelia.5527792,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0279.swc,767.0,MOs5,5,993.0,MOs
912,AA0314,10.25378/janelia.7613438,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,AA0314.swc,733.0,VPM,,733.0,VPM
913,AA1228,n/a,2019-04-17T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,Rb anti-GFP/AF488,AA1228.swc,733.0,VPM,,733.0,VPM
914,AA0892,10.25378/janelia.7780775,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0892.swc,767.0,MOs5,5,993.0,MOs
915,AA0057,10.25378/janelia.5521774,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0057.swc,466.0,alv,,466.0,alv
916,AA0093,10.25378/janelia.5526658,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0093.swc,88.0,AHN,,88.0,AHN
917,AA1109,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1109.swc,962.0,MOs2/3,2/3,993.0,MOs
918,AA1443,n/a,2020-02-24T05:00:00.000Z,Vglut2-Cre,syn-FLEX-TRE-2tTA; TREx7-GFP,GFP; AF488,AA1443.swc,907.0,PCN,,907.0,PCN
919,AA0414,10.25378/janelia.7614206,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0414.swc,1084.0,PRE,,1084.0,PRE
920,AA0682,10.25378/janelia.7704254,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0682.swc,1084.0,PRE,,1084.0,PRE
921,AA0556,10.25378/janelia.7640234,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0556.swc,767.0,MOs5,5,993.0,MOs
922,AA0814,10.25378/janelia.7739705,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0814.swc,443.0,dhc,,443.0,dhc
923,AA0470,10.25378/janelia.7615940,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0470.swc,656.0,MOs1,1,993.0,MOs
924,AA0009,10.25378/janelia.5520502,2015-06-19T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0009.swc,943.0,MOp2/3,,943.0,MOp2/3
925,AA1060,10.25378/janelia.7825154,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1060.swc,7.0,PSV,,7.0,PSV
926,AA1182,n/a,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1182.swc,778.0,VISp5,5,385.0,VISp
927,AA0215,10.25378/janelia.5527555,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0215.swc,102.0,nst,,102.0,nst
928,AA0446,10.25378/janelia.7614707,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0446.swc,962.0,MOs2/3,2/3,993.0,MOs
929,AA1440,n/a,2020-02-24T05:00:00.000Z,Vglut2-Cre,syn-FLEX-TRE-2tTA; TREx7-GFP,GFP; AF488,AA1440.swc,718.0,VPL,,718.0,VPL
930,AA0293,10.25378/janelia.5527834,2017-08-10T19:05:24.000Z,Rorb-Cre-1,AAV2/1.FLEX-tdTomato,tdTomato,AA0293.swc,575.0,CL,,575.0,CL
931,AA0156,10.25378/janelia.5527363,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0156.swc,632.0,DG-sg,,632.0,DG-sg
932,AA1089,10.25378/janelia.7825367,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1089.swc,961.0,PIR,,961.0,PIR
933,AA1073,10.25378/janelia.7825241,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1073.swc,771.0,P,,771.0,P
934,AA0017,10.25378/janelia.5521633,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0017.swc,351.0,BST,,351.0,BST
935,AA0607,10.25378/janelia.7650059,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0607.swc,576073704.0,PeF,,576073704.0,PeF
936,AA0259,10.25378/janelia.5527711,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0259.swc,1084.0,PRE,,1084.0,PRE
937,AA1225,n/a,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1225.swc,1020.0,PO,,1020.0,PO
938,AA0287,10.25378/janelia.5527816,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0287.swc,767.0,MOs5,5,993.0,MOs
939,AA1051,10.25378/janelia.7825118,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1051.swc,648.0,MOp5,,648.0,MOp5
940,AA0626,10.25378/janelia.7655768,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0626.swc,767.0,MOs5,5,993.0,MOs
941,AA1491,n/a,2020-01-23T05:00:00.000Z,Sim1-Cre,syn-FLEX-TRE-2tTA;TREx7-GFP,GFP,AA1491.swc,342.0,SI,,342.0,SI
942,AA0718,10.25378/janelia.7704461,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0718.swc,629.0,VAL,,629.0,VAL
943,AA0086,10.25378/janelia.5526637,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0086.swc,830.0,DMH,,830.0,DMH
944,AA1248,n/a,2019-04-17T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,Rb anti-GFP/AF488,AA1248.swc,778.0,VISp5,5,385.0,VISp
945,AA0841,10.25378/janelia.7739909,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0841.swc,767.0,MOs5,5,993.0,MOs
946,AA0377,10.25378/janelia.7613945,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0377.swc,1084.0,PRE,,1084.0,PRE
947,AA0916,10.25378/janelia.7780898,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0916.swc,962.0,MOs2/3,2/3,993.0,MOs
948,AA0624,10.25378/janelia.7655762,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0624.swc,656.0,MOs1,1,993.0,MOs
949,AA0877,10.25378/janelia.7742579,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0877.swc,1037.0,POST,,1037.0,POST
950,AA0975,10.25378/janelia.7804448,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0975.swc,951.0,PYR,,951.0,PYR
951,AA0370,10.25378/janelia.7613921,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0370.swc,362.0,MD,,362.0,MD
952,AA0180,10.25378/janelia.5527441,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0180.swc,1021.0,MOs6a,6a,993.0,MOs
953,AA1441,n/a,2020-02-24T05:00:00.000Z,Vglut2-Cre,syn-FLEX-TRE-2tTA; TREx7-GFP,GFP; AF488,AA1441.swc,1020.0,PO,,1020.0,PO
954,AA1450,n/a,2020-04-15T04:00:00.000Z,Vgat-Cre,syn-FLEX-TRE-2tTA;TREx7-GFP,GFP ; AF488,AA1450.swc,262.0,RT,,262.0,RT
955,AA0471,10.25378/janelia.7615952,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0471.swc,962.0,MOs2/3,2/3,993.0,MOs
956,AA0935,10.25378/janelia.7803974,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0935.swc,732.0,MMme,,732.0,MMme
957,AA0879,10.25378/janelia.7742774,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0879.swc,1037.0,POST,,1037.0,POST
958,AA1058,10.25378/janelia.7825148,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1058.swc,1084.0,PRE,,1084.0,PRE
959,AA1490,n/a,2020-01-23T05:00:00.000Z,Sim1-Cre,syn-FLEX-TRE-2tTA;TREx7-GFP,GFP,AA1490.swc,1031.0,GPi,,1031.0,GPi
960,AA0070,10.25378/janelia.5521825,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0070.swc,255.0,AV,,255.0,AV
961,AA0853,10.25378/janelia.7739954,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0853.swc,767.0,MOs5,5,993.0,MOs
962,AA0941,10.25378/janelia.7804004,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0941.swc,847.0,AUDp5,5,1002.0,AUDp
963,AA0080,10.25378/janelia.5526619,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0080.swc,118.0,PVi,,118.0,PVi
964,AA0445,10.25378/janelia.7614596,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0445.swc,767.0,MOs5,5,993.0,MOs
965,AA0415,10.25378/janelia.7614212,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0415.swc,767.0,MOs5,5,993.0,MOs
966,AA0213,10.25378/janelia.5527549,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0213.swc,946.0,PH,,946.0,PH
967,AA0717,10.25378/janelia.7704458,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0717.swc,1037.0,POST,,1037.0,POST
968,AA0821,10.25378/janelia.7739732,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0821.swc,502.0,SUB,,502.0,SUB
969,AA1235,n/a,2019-04-17T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,Rb anti-GFP/AF488,AA1235.swc,718.0,VPL,,718.0,VPL
970,AA1004,10.25378/janelia.7821992,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1004.swc,931.0,PG,,931.0,PG
971,AA0344,10.25378/janelia.7613771,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0344.swc,629.0,VAL,,629.0,VAL
972,AA0752,10.25378/janelia.7707386,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0752.swc,560581563.0,PIL,,560581563.0,PIL
973,AA0810,10.25378/janelia.7739651,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0810.swc,502.0,SUB,,502.0,SUB
974,AA0277,10.25378/janelia.5527786,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0277.swc,1108.0,ccg,,1108.0,ccg
975,AA0832,10.25378/janelia.7739789,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0832.swc,1021.0,MOs6a,6a,993.0,MOs
976,AA0713,10.25378/janelia.7704422,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0713.swc,1084.0,PRE,,1084.0,PRE
977,AA0124,10.25378/janelia.5527246,2016-04-04T18:25:30.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0124.swc,484682470.0,ProS,,484682470.0,ProS
978,AA0759,10.25378/janelia.7710047,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0759.swc,6.0,int,,6.0,int
979,AA0510,10.25378/janelia.7639787,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0510.swc,146.0,PRNr,,146.0,PRNr
980,AA0299,10.25378/janelia.5527852,2017-08-10T19:05:24.000Z,Rorb-Cre-1,AAV2/1.FLEX-tdTomato,tdTomato,AA0299.swc,629.0,VAL,,629.0,VAL
981,AA0208,10.25378/janelia.5527534,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0208.swc,382.0,CA1,,382.0,CA1
982,AA0488,10.25378/janelia.7616024,2017-11-17T22:11:53.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0488.swc,797.0,ZI,,797.0,ZI
983,AA1178,n/a,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1178.swc,725.0,VPLpc,,725.0,VPLpc
984,AA0439,10.25378/janelia.7614329,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0439.swc,767.0,MOs5,5,993.0,MOs
985,AA0211,10.25378/janelia.5527543,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0211.swc,313.0,MB,,313.0,MB
986,AA0502,10.25378/janelia.7619369,2017-12-19T16:19:15.000Z,C57BL/6N,EnvA-GFP-Rabies,Immunolabeled with anti-GFP; Alexa-488,AA0502.swc,718.0,VPL,,718.0,VPL
987,AA0894,10.25378/janelia.7780793,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0894.swc,502.0,SUB,,502.0,SUB
988,AA0364,10.25378/janelia.7613900,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0364.swc,907.0,PCN,,907.0,PCN
989,AA1169,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1169.swc,656.0,MOs1,1,993.0,MOs
990,AA0484,10.25378/janelia.7616003,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0484.swc,10703.0,DG-mo,,10703.0,DG-mo
991,AA1170,n/a,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1170.swc,629.0,VAL,,629.0,VAL
992,AA0988,10.25378/janelia.7804553,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0988.swc,984.0,CENT3,,984.0,CENT3
993,AA0610,10.25378/janelia.7653146,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 tDT,immuno labeled for anti-tDT,AA0610.swc,797.0,ZI,,797.0,ZI
994,AA0368,10.25378/janelia.7613912,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0368.swc,362.0,MD,,362.0,MD
995,AA0598,10.25378/janelia.7650002,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/5 Cre + AAV2/5 GFP,immuno labeled for anti-GFP,AA0598.swc,366.0,SMT,,366.0,SMT
996,AA1466,n/a,2020-04-15T04:00:00.000Z,Vgat-Cre,syn-FLEX-TRE-2tTA;TREx7-GFP,GFP ; AF488,AA1466.swc,698.0,OLF,,698.0,OLF
997,AA0144,10.25378/janelia.5527306,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP;,AA0144.swc,10703.0,DG-mo,,10703.0,DG-mo
998,AA0815,10.25378/janelia.7739708,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0815.swc,382.0,CA1,,382.0,CA1
999,AA0077,10.25378/janelia.5521828,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0077.swc,802.0,sm,,802.0,sm
1000,AA1442,n/a,2020-02-24T05:00:00.000Z,Vglut2-Cre,syn-FLEX-TRE-2tTA; TREx7-GFP,GFP; AF488,AA1442.swc,1020.0,PO,,1020.0,PO
1001,AA0781,10.25378/janelia.7739288,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0781.swc,1021.0,MOs6a,6a,993.0,MOs
1002,AA0979,10.25378/janelia.7804466,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0979.swc,1041.0,PFL,,1041.0,PFL
1003,AA1082,10.25378/janelia.7825316,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1082.swc,429.0,SPVC,,429.0,SPVC
1004,AA0748,10.25378/janelia.7707371,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0748.swc,1021.0,MOs6a,6a,993.0,MOs
1005,AA0214,10.25378/janelia.5527552,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0214.swc,946.0,PH,,946.0,PH
1006,AA0200,10.25378/janelia.5527510,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0200.swc,575.0,CL,,575.0,CL
1007,AA0850,10.25378/janelia.7739939,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0850.swc,502.0,SUB,,502.0,SUB
1008,AA0038,10.25378/janelia.5521702,2016-07-18T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0038.swc,1021.0,MOs6a,6a,993.0,MOs
1009,AA0348,10.25378/janelia.7613801,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0348.swc,629.0,VAL,,629.0,VAL
1010,AA0934,10.25378/janelia.7803917,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0934.swc,606826659.0,MMd,,606826659.0,MMd
1011,AA0562,10.25378/janelia.7649747,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0562.swc,502.0,SUB,,502.0,SUB
1012,AA0788,10.25378/janelia.7739369,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0788.swc,767.0,MOs5,5,993.0,MOs
1013,AA0127,10.25378/janelia.5527255,2016-04-04T18:25:30.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0127.swc,305.0,VISp6b,6b,385.0,VISp
1014,AA0594,10.25378/janelia.7649966,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0594.swc,656.0,MOs1,1,993.0,MOs
1015,AA0547,10.25378/janelia.7640195,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0547.swc,1084.0,PRE,,1084.0,PRE
1016,AA0582,10.25378/janelia.7649873,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0582.swc,962.0,MOs2/3,2/3,993.0,MOs
1017,AA0741,10.25378/janelia.7707338,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0741.swc,440.0,ORBl6a,6a,723.0,ORBl
1018,AA0020,10.25378/janelia.5521642,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0020.swc,502.0,SUB,,502.0,SUB
1019,AA0901,10.25378/janelia.7780829,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0901.swc,656.0,MOs1,1,993.0,MOs
1020,AA0878,10.25378/janelia.7742582,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0878.swc,1037.0,POST,,1037.0,POST
1021,AA1423,n/a,2019-12-25T05:00:00.000Z,HSD2-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,GFP; AF488;  tdTomato; AF546,AA1423.swc,362.0,MD,,362.0,MD
1022,AA0641,10.25378/janelia.7658087,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0641.swc,1021.0,MOs6a,6a,993.0,MOs
1023,AA0742,10.25378/janelia.7707347,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0742.swc,767.0,MOs5,5,993.0,MOs
1024,AA0258,10.25378/janelia.5527705,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0258.swc,1084.0,PRE,,1084.0,PRE
1025,AA0157,10.25378/janelia.5527366,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0157.swc,1037.0,POST,,1037.0,POST
1026,AA0198,10.25378/janelia.5527501,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0198.swc,10703.0,DG-mo,,10703.0,DG-mo
1027,AA0024,10.25378/janelia.5521654,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0024.swc,1037.0,POST,,1037.0,POST
1028,AA0506,10.25378/janelia.7639721,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0506.swc,313.0,MB,,313.0,MB
1029,AA0686,10.25378/janelia.7704275,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0686.swc,1084.0,PRE,,1084.0,PRE
1030,AA0744,10.25378/janelia.7707356,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0744.swc,767.0,MOs5,5,993.0,MOs
1031,AA1445,n/a,2020-02-24T05:00:00.000Z,Vglut2-Cre,syn-FLEX-TRE-2tTA; TREx7-GFP,GFP; AF488,AA1445.swc,64.0,AD,,64.0,AD
1032,AA0245,10.25378/janelia.5527657,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0245.swc,767.0,MOs5,5,993.0,MOs
1033,AA1096,10.25378/janelia.7827908,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1096.swc,962.0,MOs2/3,2/3,993.0,MOs
1034,AA0711,10.25378/janelia.7704416,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0711.swc,74.0,VISl6a,6a,409.0,VISl
1035,AA0430,10.25378/janelia.7614281,2017-10-31T15:26:25.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0430.swc,354.0,MY,,354.0,MY
1036,AA0521,10.25378/janelia.7639847,2018-03-09T18:07:35.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0521.swc,997.0,root,,997.0,root
1037,AA0035,10.25378/janelia.5521690,2016-07-18T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0035.swc,648.0,MOp5,,648.0,MOp5
1038,AA0354,10.25378/janelia.7613828,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0354.swc,575.0,CL,,575.0,CL
