,Unnamed: 0,specimen__id,DOI,specimen__date,specimen__strain,label__virus,label__fluorophore,swc__fname,structure__id,structure__acronym,structure__layer,structure_parent__id,structure_parent__acronym,model__fold,structure__safe_name,structure_merge__acronym
1052,1052,AA0369,10.25378/janelia.7613915,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0369.swc,575.0,CL,,575.0,CL,6.0,CL_layernan,CL
1053,1053,AA1201,,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1201.swc,155.0,LD,,155.0,LD,3.0,LD_layernan,LD
1054,1054,AA1000,10.25378/janelia.7821968,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1000.swc,862.0,SSs6a,6a,378.0,SSs,8.0,SSs_layer6a,Isocortex_layer6
1055,1055,AA0239,10.25378/janelia.5527636,2014-06-24T16:07:05.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0239.swc,919.0,ACAd6a,6a,39.0,ACAd,1.0,ACAd_layer6a,Isocortex_layer6
1056,1056,AA0862,10.25378/janelia.7740077,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0862.swc,484682516.0,ccb,,484682516.0,ccb,5.0,ccb_layernan,ccb
1057,1057,AA0992,10.25378/janelia.7821941,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0992.swc,1043.0,tspc,,1043.0,tspc,1.0,tspc_layernan,tspc
1058,1058,AA0328,10.25378/janelia.7613507,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,AA0328.swc,656.0,MOs1,1,993.0,MOs,9.0,MOs_layer1,Isocortex_layer1
1059,1059,AA0897,10.25378/janelia.7780811,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0897.swc,962.0,MOs2/3,2/3,993.0,MOs,2.0,MOs_layer23,Isocortex_layer2/3
1060,1060,AA0787,10.25378/janelia.7739366,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0787.swc,767.0,MOs5,5,993.0,MOs,9.0,MOs_layer5,Isocortex_layer5
1061,1061,AA0567,10.25378/janelia.7649807,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1.Cre-tdTomato,tdTomato,AA0567.swc,443.0,dhc,,443.0,dhc,3.0,dhc_layernan,dhc
1062,1062,AA0917,10.25378/janelia.7780901,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/5 Syn-iCre + AAV2/5 CAG-Flex GFP,anti-GFP,AA0917.swc,194.0,LHA,,194.0,LHA,8.0,LHA_layernan,LHA
1063,1063,AA0636,10.25378/janelia.7658072,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0636.swc,304.0,PL2/3,2/3,972.0,PL,8.0,PL_layer23,Isocortex_layer2/3
1064,1064,AA0970,10.25378/janelia.7804412,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0970.swc,1007.0,SIM,,1007.0,SIM,9.0,SIM_layernan,SIM
1065,1065,AA1304,,2019-05-27T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,GFP; AF488,AA1304.swc,778.0,VISp5,5,385.0,VISp,8.0,VISp_layer5,Isocortex_layer5
1066,1066,AA1031,10.25378/janelia.7822244,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1031.swc,718.0,VPL,,718.0,VPL,8.0,VPL_layernan,VPL
1067,1067,AA0597,10.25378/janelia.7649993,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0597.swc,943.0,MOp2/3,,943.0,MOp2/3,1.0,MOp2/3_layernan,Isocortex_layernan
1068,1068,AA0873,10.25378/janelia.7742567,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0873.swc,962.0,MOs2/3,2/3,993.0,MOs,0.0,MOs_layer23,Isocortex_layer2/3
1069,1069,AA0756,10.25378/janelia.7710026,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0756.swc,1029.0,POL,,1029.0,POL,8.0,POL_layernan,POL
1070,1070,AA0456,10.25378/janelia.7615532,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0456.swc,84.0,PL6a,6a,972.0,PL,2.0,PL_layer6a,Isocortex_layer6
1071,1071,AA0946,10.25378/janelia.7804037,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0946.swc,621.0,V,,621.0,V,8.0,V_layernan,V
1072,1072,AA0135,10.25378/janelia.5527279,2016-04-04T18:25:30.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0135.swc,648.0,MOp5,,648.0,MOp5,2.0,MOp5_layernan,Isocortex_layernan
1073,1073,AA0382,10.25378/janelia.7614020,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0382.swc,1084.0,PRE,,1084.0,PRE,7.0,PRE_layernan,PRE
1074,1074,AA0739,10.25378/janelia.7707326,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0739.swc,1021.0,MOs6a,6a,993.0,MOs,3.0,MOs_layer6a,Isocortex_layer6
1075,1075,AA0111,10.25378/janelia.5526715,2015-07-11T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0111.swc,919.0,ACAd6a,6a,39.0,ACAd,5.0,ACAd_layer6a,Isocortex_layer6
1076,1076,AA1319,,2019-05-27T04:00:00.000Z,Som-Cre,CAG-Flex-Rev-FlpO; CAG-FRT-Rev-3xGFP,GFP; AF488,AA1319.swc,613.0,VISl5,5,409.0,VISl,0.0,VISl_layer5,Isocortex_layer5
1077,1077,AA0721,10.25378/janelia.7707131,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0721.swc,502.0,SUB,,502.0,SUB,0.0,SUB_layernan,SUB
1078,1078,AA0210,10.25378/janelia.5527540,2017-05-04T21:26:28.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0210.swc,313.0,MB,,313.0,MB,5.0,MB_layernan,MB
1079,1079,AA0881,10.25378/janelia.7742780,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0881.swc,1037.0,POST,,1037.0,POST,8.0,POST_layernan,POST
1080,1080,AA0625,10.25378/janelia.7655765,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0625.swc,962.0,MOs2/3,2/3,993.0,MOs,9.0,MOs_layer23,Isocortex_layer2/3
1081,1081,AA0023,10.25378/janelia.5521651,2017-01-15T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0023.swc,1096.0,AMd,,1096.0,AMd,8.0,AMd_layernan,AMd
1082,1082,AA0389,10.25378/janelia.7614074,2017-09-25T17:59:45.000Z,C57BL/6N,AAV 2/5 Cre + GFP,eGFP,AA0389.swc,797.0,ZI,,797.0,ZI,1.0,ZI_layernan,ZI
1083,1083,AA0383,10.25378/janelia.7614026,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0383.swc,502.0,SUB,,502.0,SUB,6.0,SUB_layernan,SUB
1084,1084,AA0375,10.25378/janelia.7613936,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0375.swc,502.0,SUB,,502.0,SUB,9.0,SUB_layernan,SUB
1085,1085,AA0429,10.25378/janelia.7614260,2017-10-31T15:26:25.000Z,C57BL/6N,EnvA-GFP-Rabies,Immunolabeled with anti-GFP; Alexa-488,AA0429.swc,989.0,FN,,989.0,FN,7.0,FN_layernan,FN
1086,1086,AA0271,10.25378/janelia.5527762,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0271.swc,767.0,MOs5,5,993.0,MOs,3.0,MOs_layer5,Isocortex_layer5
1087,1087,AA0356,10.25378/janelia.7613834,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/5 Cre + tdT,immuno labeled for anti-tDT,AA0356.swc,575.0,CL,,575.0,CL,7.0,CL_layernan,CL
1088,1088,AA0128,10.25378/janelia.5527258,2016-04-04T18:25:30.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0128.swc,797.0,ZI,,797.0,ZI,8.0,ZI_layernan,ZI
1089,1089,AA0411,10.25378/janelia.7614194,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0411.swc,767.0,MOs5,5,993.0,MOs,5.0,MOs_layer5,Isocortex_layer5
1090,1090,AA0094,10.25378/janelia.5526661,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0094.swc,1077.0,PR,,1077.0,PR,1.0,PR_layernan,PR
1091,1091,AA0868,10.25378/janelia.7740098,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0868.swc,767.0,MOs5,5,993.0,MOs,3.0,MOs_layer5,Isocortex_layer5
1092,1092,AA1112,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1112.swc,767.0,MOs5,5,993.0,MOs,1.0,MOs_layer5,Isocortex_layer5
1093,1093,AA0130,10.25378/janelia.5527264,2016-04-04T18:25:30.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0130.swc,767.0,MOs5,5,993.0,MOs,6.0,MOs_layer5,Isocortex_layer5
1094,1094,AA0634,10.25378/janelia.7658060,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0634.swc,767.0,MOs5,5,993.0,MOs,4.0,MOs_layer5,Isocortex_layer5
1095,1095,AA0714,10.25378/janelia.7704425,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0714.swc,1084.0,PRE,,1084.0,PRE,1.0,PRE_layernan,PRE
1096,1096,AA0805,10.25378/janelia.7739570,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0805.swc,1084.0,PRE,,1084.0,PRE,9.0,PRE_layernan,PRE
1097,1097,AA0285,10.25378/janelia.5527810,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0285.swc,1021.0,MOs6a,6a,993.0,MOs,6.0,MOs_layer6a,Isocortex_layer6
1098,1098,AA0298,10.25378/janelia.5527849,2017-08-10T19:05:24.000Z,Rorb-Cre-1,AAV2/1.FLEX-tdTomato,tdTomato,AA0298.swc,907.0,PCN,,907.0,PCN,6.0,PCN_layernan,PCN
1099,1099,AA0835,10.25378/janelia.7739822,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0835.swc,1021.0,MOs6a,6a,993.0,MOs,8.0,MOs_layer6a,Isocortex_layer6
1100,1100,AA0655,10.25378/janelia.7658210,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0655.swc,656.0,MOs1,1,993.0,MOs,0.0,MOs_layer1,Isocortex_layer1
1101,1101,AA0181,10.25378/janelia.5527444,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0181.swc,767.0,MOs5,5,993.0,MOs,9.0,MOs_layer5,Isocortex_layer5
1102,1102,AA0040,10.25378/janelia.5521708,2016-07-18T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0040.swc,844.0,MOp6a,,844.0,MOp6a,8.0,MOp6a_layernan,Isocortex_layernan
1103,1103,AA0768,10.25378/janelia.7710080,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/5 Syn-iCre + AAV2/5 CAG-Flex GFP,anti-GFP,AA0768.swc,797.0,ZI,,797.0,ZI,7.0,ZI_layernan,ZI
1104,1104,AA0774,10.25378/janelia.7710116,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0774.swc,767.0,MOs5,5,993.0,MOs,8.0,MOs_layer5,Isocortex_layer5
1105,1105,AA1110,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1110.swc,1021.0,MOs6a,6a,993.0,MOs,5.0,MOs_layer6a,Isocortex_layer6
1106,1106,AA0599,10.25378/janelia.7650020,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0599.swc,767.0,MOs5,5,993.0,MOs,5.0,MOs_layer5,Isocortex_layer5
1107,1107,AA1030,10.25378/janelia.7822115,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1030.swc,437.0,SPVI,,437.0,SPVI,5.0,SPVI_layernan,SPVI
1108,1108,AA0165,10.25378/janelia.5527393,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0165.swc,10703.0,DG-mo,,10703.0,DG-mo,9.0,DG-mo_layernan,DG-mo
1109,1109,AA0790,10.25378/janelia.7739384,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0790.swc,767.0,MOs5,5,993.0,MOs,0.0,MOs_layer5,Isocortex_layer5
1110,1110,AA0261,10.25378/janelia.5527717,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0261.swc,767.0,MOs5,5,993.0,MOs,7.0,MOs_layer5,Isocortex_layer5
1111,1111,AA1444,,2020-02-24T05:00:00.000Z,Vglut2-Cre,syn-FLEX-TRE-2tTA; TREx7-GFP,GFP; AF488,AA1444.swc,362.0,MD,,362.0,MD,5.0,MD_layernan,MD
1112,1112,AA0084,10.25378/janelia.5526631,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0084.swc,1097.0,HY,,1097.0,HY,8.0,HY_layernan,HY
1113,1113,AA0318,10.25378/janelia.7613456,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/5 Cre + GFP,eGFP,AA0318.swc,733.0,VPM,,733.0,VPM,8.0,VPM_layernan,VPM
1114,1114,AA0325,10.25378/janelia.7613492,2017-09-11T18:52:55.000Z,C57BL/6J,AAV 2/1 Cre + GFP,eGFP,AA0325.swc,440.0,ORBl6a,6a,723.0,ORBl,0.0,ORBl_layer6a,Isocortex_layer6
1115,1115,AA0953,10.25378/janelia.7804070,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0953.swc,955.0,LRNm,,955.0,LRNm,8.0,LRNm_layernan,LRNm
1116,1116,AA1067,10.25378/janelia.7825205,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1067.swc,732.0,MMme,,732.0,MMme,6.0,MMme_layernan,MMme
1117,1117,AA0605,10.25378/janelia.7650047,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0605.swc,767.0,MOs5,5,993.0,MOs,2.0,MOs_layer5,Isocortex_layer5
1118,1118,AA1184,,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1184.swc,733.0,VPM,,733.0,VPM,1.0,VPM_layernan,VPM
1119,1119,AA0763,10.25378/janelia.7710062,2018-06-14T17:03:18.000Z,C57BL/6N,AAV2/5 Cre + AAV2/1 GFP,anti-GFP 2x NucID J25,AA0763.swc,563807435.0,PoT,,563807435.0,PoT,1.0,PoT_layernan,PoT
1120,1120,AA0508,10.25378/janelia.7639775,2018-01-30T16:19:46.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0508.swc,978.0,PGRNl,,978.0,PGRNl,4.0,PGRNl_layernan,PGRNl
1121,1121,AA0885,10.25378/janelia.7742795,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0885.swc,502.0,SUB,,502.0,SUB,8.0,SUB_layernan,SUB
1122,1122,AA0145,10.25378/janelia.5527321,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP;,AA0145.swc,10703.0,DG-mo,,10703.0,DG-mo,7.0,DG-mo_layernan,DG-mo
1123,1123,AA1102,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1102.swc,962.0,MOs2/3,2/3,993.0,MOs,8.0,MOs_layer23,Isocortex_layer2/3
1124,1124,AA1035,10.25378/janelia.7822265,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1035.swc,128.0,MRN,,128.0,MRN,3.0,MRN_layernan,MRN
1125,1125,AA0620,10.25378/janelia.7655738,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0620.swc,484682470.0,ProS,,484682470.0,ProS,1.0,ProS_layernan,ProS
1126,1126,AA0067,10.25378/janelia.5521813,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0067.swc,1015.0,ACAd5,5,39.0,ACAd,7.0,ACAd_layer5,Isocortex_layer5
1127,1127,AA0900,10.25378/janelia.7780826,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0900.swc,1021.0,MOs6a,6a,993.0,MOs,9.0,MOs_layer6a,Isocortex_layer6
1128,1128,AA0153,10.25378/janelia.5527354,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0153.swc,38.0,PVH,,38.0,PVH,3.0,PVH_layernan,PVH
1129,1129,AA0191,10.25378/janelia.5527477,2017-06-10T19:59:48.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0191.swc,10703.0,DG-mo,,10703.0,DG-mo,8.0,DG-mo_layernan,DG-mo
1130,1130,AA0413,10.25378/janelia.7614203,2017-09-25T17:59:45.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0413.swc,767.0,MOs5,5,993.0,MOs,9.0,MOs_layer5,Isocortex_layer5
1131,1131,AA1093,10.25378/janelia.7825421,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1093.swc,445.0,SPVO,,445.0,SPVO,9.0,SPVO_layernan,SPVO
1132,1132,AA0524,10.25378/janelia.7639862,2018-03-09T18:07:35.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0524.swc,1084.0,PRE,,1084.0,PRE,8.0,PRE_layernan,PRE
1133,1133,AA0617,10.25378/janelia.7655711,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0617.swc,943.0,MOp2/3,,943.0,MOp2/3,5.0,MOp2/3_layernan,Isocortex_layernan
1134,1134,AA0096,10.25378/janelia.5526667,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0096.swc,767.0,MOs5,5,993.0,MOs,0.0,MOs_layer5,Isocortex_layer5
1135,1135,AA0436,10.25378/janelia.7614308,2017-10-31T15:26:25.000Z,C57BL/6N,AAV2/1.FLEX-TVA and G,Immunolabeled with anti-GFP; Alexa-488,AA0436.swc,194.0,LHA,,194.0,LHA,9.0,LHA_layernan,LHA
1136,1136,AA1040,10.25378/janelia.7822280,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1040.swc,606826659.0,MMd,,606826659.0,MMd,1.0,MMd_layernan,MMd
1137,1137,AA0698,10.25378/janelia.7704347,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 tDT,immuno labeled for anti-tDT,AA0698.swc,121.0,VISl6b,6b,409.0,VISl,9.0,VISl_layer6b,Isocortex_layer6
1138,1138,AA0082,10.25378/janelia.5526625,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0082.swc,1097.0,HY,,1097.0,HY,6.0,HY_layernan,HY
1139,1139,AA0087,10.25378/janelia.5526640,2016-10-25T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0087.swc,1097.0,HY,,1097.0,HY,4.0,HY_layernan,HY
1140,1140,AA1165,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1165.swc,718.0,VPL,,718.0,VPL,2.0,VPL_layernan,VPL
1141,1141,AA0091,10.25378/janelia.5526652,2017-02-22T22:37:17.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP;,AA0091.swc,632.0,DG-sg,,632.0,DG-sg,3.0,DG-sg_layernan,DG-sg
1142,1142,AA0820,10.25378/janelia.7739729,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,anti-GFP,AA0820.swc,382.0,CA1,,382.0,CA1,7.0,CA1_layernan,CA1
1143,1143,AA1033,10.25378/janelia.7822259,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1033.swc,214.0,RN,,214.0,RN,5.0,RN_layernan,RN
1144,1144,AA0294,10.25378/janelia.5527837,2017-08-10T19:05:24.000Z,Rorb-Cre-1,AAV2/1.FLEX-tdTomato,tdTomato,AA0294.swc,575.0,CL,,575.0,CL,2.0,CL_layernan,CL
1145,1145,AA0779,10.25378/janelia.7710134,2018-07-02T18:52:28.000Z,C57BL/6N,AAV2/5 Syn-iCre + AAV2/5 CAG-Flex GFP,anti-GFP,AA0779.swc,194.0,LHA,,194.0,LHA,3.0,LHA_layernan,LHA
1146,1146,AA0161,10.25378/janelia.5527378,2017-04-19T21:51:49.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0161.swc,502.0,SUB,,502.0,SUB,2.0,SUB_layernan,SUB
1147,1147,AA0931,10.25378/janelia.7803869,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA0931.swc,313.0,MB,,313.0,MB,1.0,MB_layernan,MB
1148,1148,AA0361,10.25378/janelia.7613870,2017-09-19T19:27:58.000Z,C57BL/6J,AAV 2/1 Cre + FP,tdTomato,AA0361.swc,632.0,DG-sg,,632.0,DG-sg,7.0,DG-sg_layernan,DG-sg
1149,1149,AA0264,10.25378/janelia.5527726,2017-06-28T21:36:40.000Z,C57BL/6J,AAV2/1.FLEX-eGFP,eGFP,AA0264.swc,443.0,dhc,,443.0,dhc,6.0,dhc_layernan,dhc
1150,1150,AA1072,10.25378/janelia.7825232,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1072.swc,574.0,TRN,,574.0,TRN,4.0,TRN_layernan,TRN
1151,1151,AA0468,10.25378/janelia.7615907,2017-11-17T22:11:53.000Z,C57BL/6N,AAV2/1 Cre+GFP,eGFP,AA0468.swc,1084.0,PRE,,1084.0,PRE,0.0,PRE_layernan,PRE
1152,1152,AA1149,,2018-10-01T19:57:10.000Z,C57BL/6N,AAV2/1 Cre+GFP,anti-GFP AAV J27,AA1149.swc,1031.0,GPi,,1031.0,GPi,8.0,GPi_layernan,GPi
1153,1153,AA0728,10.25378/janelia.7707224,2018-05-23T13:47:38.000Z,C57BL/6N,AAV2/1 Syn-iCre + AAV2/1 CAG-Flex GFP ,immuno labeled for anti-GFP,AA0728.swc,484682470.0,ProS,,484682470.0,ProS,3.0,ProS_layernan,ProS
1154,1154,AA0059,10.25378/janelia.5521780,2016-10-31T12:00:00.000Z,C57BL/6J,AAV2/1.FLEX-tdTomato,tdTomato,AA0059.swc,630.0,ORBl5,5,723.0,ORBl,3.0,ORBl_layer5,Isocortex_layer5
1155,1155,AA0585,10.25378/janelia.7649921,2018-04-13T15:28:33.000Z,C57BL/6N,AAV2/1 Cre + AAV2/1 GFP,immuno labeled for anti-GFP,AA0585.swc,320.0,MOp1,,320.0,MOp1,3.0,MOp1_layernan,Isocortex_layernan
1156,1156,AA1046,10.25378/janelia.7822313,2018-08-01T17:24:59.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flpo,Immunolabeled with anti-GFP; Alexa-488,AA1046.swc,930.0,PF,,930.0,PF,5.0,PF_layernan,PF
1157,1157,AA1541,,2018-12-01T05:00:00.000Z,Sim1-Cre,PHP-eB-CAG-FRT-rev-3xGFP+PHP-eB-CAG-flex-rev-Flp,Immunolabeled with anti-GFP; Alexa-488,AA1541.swc,767.0,MOs5,5,993.0,MOs,1.0,MOs_layer5,Isocortex_layer5
